positive,negative,sentiment
-34.908465,-40.862582,1.0
-65.820465,-79.179503,1.0
-58.922449,-70.272022,1.0
-36.255064,-41.713321,1.0
-47.087310,-53.494446,1.0
-7.592032,-14.478183,1.0
-27.301402,-34.197307,1.0
-93.193813,-104.107296,1.0
-83.945884,-94.476236,1.0
-62.146765,-73.744495,1.0
-29.855097,-35.476738,1.0
-114.474064,-122.249088,1.0
-40.710576,-47.553087,1.0
-57.535194,-66.074825,1.0
-90.746529,-103.949422,1.0
-36.809368,-47.955197,1.0
-49.622756,-70.909658,1.0
-13.877093,-20.786281,1.0
-49.622756,-70.909658,1.0
-108.422663,-115.949197,1.0
-25.340466,-35.519615,1.0
-45.484405,-57.325661,1.0
-19.556336,-28.385311,1.0
0.000000,0.000000,1.0
-117.160349,-123.819585,1.0
-57.949978,-66.433683,1.0
-40.845531,-55.856437,1.0
-91.595898,-101.003747,1.0
-77.652326,-82.762295,1.0
-25.422631,-32.415623,1.0
-29.964871,-39.928286,1.0
-31.692711,-40.889733,1.0
-85.982662,-97.534476,1.0
-68.085490,-81.073217,1.0
-64.418260,-72.971305,1.0
-57.600203,-68.069853,1.0
-82.825949,-90.924762,1.0
-88.978366,-104.081239,1.0
-21.223994,-28.001368,1.0
-33.633847,-41.251685,1.0
-24.245687,-30.982348,1.0
-47.792693,-50.542818,1.0
-95.801863,-106.549538,1.0
-67.296864,-76.311169,1.0
-56.797357,-69.201486,1.0
-30.744955,-39.269977,1.0
-98.072392,-113.195253,1.0
-57.645520,-65.006981,1.0
-31.531879,-40.473950,1.0
-47.414080,-57.060526,1.0
-73.434977,-99.884189,1.0
-18.799974,-25.081348,1.0
-81.213649,-85.586018,1.0
-105.958021,-119.964441,1.0
-10.749033,-19.687669,1.0
-11.442180,-18.589057,1.0
-11.082700,-19.176843,1.0
-11.169043,-19.176843,1.0
-145.266539,-161.886787,1.0
-82.507833,-96.944654,1.0
-18.821374,-28.295943,1.0
-16.148324,-23.201454,1.0
-52.900053,-62.103706,1.0
-82.447124,-96.994099,1.0
-23.576805,-30.957302,1.0
-18.189459,-27.778224,1.0
-61.724017,-73.711261,1.0
-82.260816,-88.431063,1.0
-22.068642,-31.589340,1.0
-6.603916,-15.133792,1.0
-33.905995,-44.061368,1.0
-50.568739,-71.783389,1.0
-79.870052,-93.427283,1.0
-8.821141,-17.895909,1.0
-33.640603,-41.262009,1.0
-14.422802,-23.133834,1.0
-6.603916,-15.133792,1.0
-80.866831,-106.720190,1.0
-41.390942,-55.555071,1.0
-61.443346,-71.179723,1.0
-34.484331,-48.094502,1.0
-158.786249,-169.456936,1.0
-51.511777,-63.698298,1.0
-27.388744,-36.379606,1.0
-55.931452,-67.965203,1.0
-47.138032,-60.587968,1.0
-21.226131,-30.070900,1.0
-46.983968,-56.943694,1.0
-17.300953,-25.819622,1.0
-8.916451,-17.490444,1.0
-103.280052,-117.248102,1.0
-78.651815,-89.464971,1.0
-36.578425,-40.492350,1.0
-4.092474,-10.393141,1.0
-75.065653,-90.236473,1.0
-18.554783,-24.145915,1.0
-53.459669,-60.355622,1.0
-84.569843,-92.945686,1.0
-93.980098,-101.581954,1.0
-21.436739,-30.203530,1.0
-28.433712,-37.072753,1.0
-93.957095,-109.849466,1.0
-35.946875,-41.399168,1.0
-9.938102,-17.741759,1.0
-81.414128,-91.458824,1.0
-13.877093,-20.786281,1.0
-21.621571,-33.435167,1.0
-68.397249,-76.290748,1.0
-109.178438,-124.170703,1.0
-12.135327,-19.687669,1.0
-73.434977,-99.884189,1.0
-42.759223,-55.051312,1.0
-16.302192,-25.526933,1.0
-52.581119,-58.214637,1.0
-10.525889,-18.994522,1.0
-17.507567,-27.370219,1.0
-83.485371,-99.935214,1.0
-17.810178,-26.391930,1.0
-54.310634,-55.326015,1.0
-38.554711,-46.253619,1.0
-18.008387,-25.674090,1.0
-39.209309,-53.412469,1.0
-26.719695,-36.918602,1.0
-62.733311,-74.756147,1.0
-37.993651,-47.007815,1.0
-16.216832,-25.005636,1.0
-33.531672,-40.280506,1.0
-33.085145,-47.033287,1.0
-80.379518,-87.872610,1.0
-17.606769,-25.056929,1.0
-88.210626,-102.822893,1.0
-18.466307,-28.001368,1.0
-115.323733,-123.576463,1.0
-32.272805,-42.585114,1.0
-30.433267,-40.473950,1.0
-11.729862,-18.994522,1.0
-30.360587,-36.438841,1.0
-50.708115,-61.912874,1.0
-2.437051,-9.294528,1.0
-78.782170,-86.400773,1.0
-31.693290,-45.953999,1.0
-23.435518,-34.128314,1.0
-39.342414,-54.155780,1.0
-74.470590,-85.706282,1.0
-52.430554,-59.930962,1.0
-17.316282,-23.670635,1.0
-73.303175,-83.674666,1.0
-74.403416,-91.086794,1.0
-87.350507,-98.357554,1.0
-97.915734,-110.453346,1.0
-81.914946,-86.369909,1.0
-114.557645,-126.548558,1.0
-44.227609,-53.966412,1.0
-47.391101,-58.487643,1.0
-106.216507,-116.086155,1.0
-46.069926,-54.963736,1.0
-36.461591,-43.122088,1.0
-97.167417,-112.993853,1.0
-61.293330,-63.055452,1.0
-129.796872,-134.369346,1.0
-37.055584,-43.081985,1.0
-56.316582,-64.611305,1.0
-26.278297,-36.836364,1.0
-94.914909,-108.108786,1.0
-77.768344,-85.891970,1.0
-73.434977,-99.884189,1.0
-64.769220,-69.006162,1.0
-35.582943,-47.129421,1.0
-44.440144,-55.494176,1.0
-6.603916,-15.133792,1.0
-62.396900,-82.219889,1.0
-29.230959,-37.766531,1.0
-79.745785,-89.569000,1.0
-32.793305,-40.434152,1.0
-39.358353,-48.033877,1.0
-24.940205,-32.578887,1.0
-72.509715,-79.102700,1.0
-20.816146,-24.956846,1.0
-11.312144,-17.567405,1.0
-6.603916,-15.133792,1.0
-44.115902,-56.889700,1.0
-55.912887,-66.250541,1.0
-16.400820,-16.429572,1.0
-43.431955,-43.757211,1.0
-12.135327,-18.301375,1.0
-36.763331,-44.822876,1.0
-16.437170,-23.085043,1.0
-24.697711,-34.821461,1.0
-23.273910,-31.132582,1.0
-29.236495,-37.654521,1.0
-42.702259,-47.777165,1.0
-12.181312,-20.093134,1.0
-29.446897,-35.313707,1.0
-94.811495,-103.672128,1.0
-74.248637,-84.681240,1.0
-27.907538,-35.280993,1.0
-66.912421,-89.654503,1.0
-30.702395,-38.481520,1.0
-26.946162,-37.813370,1.0
-18.209262,-27.883585,1.0
-36.301996,-44.396291,1.0
-52.852311,-64.157830,1.0
-27.927741,-38.864512,1.0
-18.407713,-26.037758,1.0
-80.553990,-90.473495,1.0
-19.413235,-26.073476,1.0
-27.301402,-38.682191,1.0
-26.569099,-20.893670,1.0
-69.304787,-84.464776,1.0
-28.077914,-36.760378,1.0
-40.165186,-47.568490,1.0
-9.114902,-16.743230,1.0
-73.789332,-85.454937,1.0
-17.359111,-24.380366,1.0
-73.434977,-99.884189,1.0
-20.960562,-29.274886,1.0
-16.822968,-24.792543,1.0
-8.345682,-16.232404,1.0
-23.803243,-32.256512,1.0
-45.703407,-58.796099,1.0
-37.714426,-45.036186,1.0
-62.635521,-74.964005,1.0
-59.459992,-68.986450,1.0
-85.122942,-98.716470,1.0
-48.093366,-60.671221,1.0
-77.877935,-88.069308,1.0
-54.519637,-61.959125,1.0
-20.732186,-27.883585,1.0
-50.443636,-61.271913,1.0
-45.633016,-56.956013,1.0
-19.396552,-20.786281,1.0
-73.384276,-83.606144,1.0
-107.055375,-114.965055,1.0
-44.675902,-53.455300,1.0
-88.379385,-95.357810,1.0
-19.180920,-28.234983,1.0
-36.981905,-47.673706,1.0
-33.621284,-41.025904,1.0
-82.034415,-95.507782,1.0
-57.250827,-65.544124,1.0
-7.008391,-14.827857,1.0
-53.354201,-63.298045,1.0
-50.404873,-58.844742,1.0
-36.726397,-47.904882,1.0
-102.512495,-113.694836,1.0
-54.229475,-62.624394,1.0
-79.137360,-87.744008,1.0
-9.190888,-16.391832,1.0
-24.919910,-36.312292,1.0
-20.580840,-29.387662,1.0
-10.221217,-17.895909,1.0
-36.981905,-47.673706,1.0
-47.241540,-53.495152,1.0
-40.347945,-46.188605,1.0
-59.950418,-66.968911,1.0
-84.063782,-94.495840,1.0
-69.103561,-74.756258,1.0
-32.096588,-40.537551,1.0
-8.821141,-17.895909,1.0
-28.064159,-34.743850,1.0
-58.134367,-69.114398,1.0
-18.310182,-30.142421,1.0
-103.515959,-118.315915,1.0
-29.925287,-39.745432,1.0
-93.638719,-105.007306,1.0
-14.192545,-18.388386,1.0
-130.913270,-142.912841,1.0
-6.603916,-15.133792,1.0
-75.278633,-86.835776,1.0
-33.273645,-41.572562,1.0
-10.809040,-17.454077,1.0
-72.410466,-77.654837,1.0
-126.589594,-143.071364,1.0
-104.045207,-116.582696,1.0
-24.158715,-31.602585,1.0
-62.950550,-76.789017,1.0
-62.946290,-67.581500,1.0
-40.238252,-47.201681,1.0
-41.803213,-49.358946,1.0
-18.813178,-27.136371,1.0
-33.386208,-41.867471,1.0
-15.359712,-21.875591,1.0
-73.434977,-99.884189,1.0
-42.831081,-51.102102,1.0
-31.877339,-41.381014,1.0
-36.578425,-40.492350,1.0
-30.368832,-39.640604,1.0
-32.719382,-42.413477,1.0
-31.277877,-37.722117,1.0
-52.694492,-61.890003,1.0
-65.665414,-77.134570,1.0
-83.047208,-88.514243,1.0
-60.912518,-69.619379,1.0
-30.142780,-36.689761,1.0
-123.301355,-131.356551,1.0
-27.907538,-36.284295,1.0
-16.302192,-25.526933,1.0
-22.186285,-28.592021,1.0
-36.038093,-46.857712,1.0
-17.264468,-25.526933,1.0
-127.058892,-136.905317,1.0
-68.734602,-74.362838,1.0
-56.461345,-69.852310,1.0
-14.166913,-26.784973,1.0
-51.785693,-60.502852,1.0
-25.751048,-34.146964,1.0
-34.194666,-45.214602,1.0
-52.945926,-66.841513,1.0
-49.622756,-70.909658,1.0
-16.895538,-24.551380,1.0
-41.063814,-51.114975,1.0
-24.696644,-33.727856,1.0
-62.412399,-76.388005,1.0
-24.455225,-31.435110,1.0
-30.816504,-37.882281,1.0
-39.103456,-44.049574,1.0
-62.640772,-67.393374,1.0
-68.054050,-78.364360,1.0
-34.527427,-43.226968,1.0
-75.053691,-83.729592,1.0
-52.639599,-61.855231,1.0
-26.072539,-37.179984,1.0
-79.703470,-91.610515,1.0
-55.225152,-62.159960,1.0
-17.659216,-27.595903,1.0
-32.016545,-39.991613,1.0
-38.510241,-50.160281,1.0
-69.634657,-82.132266,1.0
-24.119719,-32.901447,1.0
-74.400056,-94.501954,1.0
-40.845531,-55.856437,1.0
-46.349643,-53.673314,1.0
-37.646636,-47.178211,1.0
-35.883047,-43.389487,1.0
-37.507998,-41.558826,1.0
-107.914713,-126.986174,1.0
-31.664207,-37.701361,1.0
-26.403128,-35.072775,1.0
-52.188662,-57.272948,1.0
-86.427889,-101.194687,1.0
-12.878026,-22.918412,1.0
-55.944576,-62.486357,1.0
-18.777246,-25.763321,1.0
-73.434977,-99.884189,1.0
-105.916892,-117.249514,1.0
-64.333387,-80.686824,1.0
-106.675821,-119.508025,1.0
-99.687969,-105.209341,1.0
-29.042768,-34.012482,1.0
-57.000027,-65.800155,1.0
-31.087966,-42.128355,1.0
-40.824690,-50.867091,1.0
-37.452948,-45.414623,1.0
-51.738051,-58.323486,1.0
-41.332956,-51.595636,1.0
-32.722861,-43.289969,1.0
-21.428138,-29.387662,1.0
-97.129732,-108.269449,1.0
-30.995993,-43.317482,1.0
-38.577472,-47.411826,1.0
-28.651541,-39.611900,1.0
-48.696429,-62.154846,1.0
-98.284006,-113.524328,1.0
-45.705616,-57.162064,1.0
-47.354545,-54.770248,1.0
-38.203447,-46.079599,1.0
-31.944336,-40.632000,1.0
-16.343633,-25.804143,1.0
-60.393556,-69.315416,1.0
-54.285813,-60.445234,1.0
-11.844840,-19.176843,1.0
-20.125382,-26.049523,1.0
-32.780171,-41.879894,1.0
-76.353764,-80.607541,1.0
-39.385869,-47.626799,1.0
-12.135327,-19.687669,1.0
-59.780329,-69.707309,1.0
-71.719101,-80.711566,1.0
-75.065653,-90.236473,1.0
-11.729862,-19.687669,1.0
-68.481513,-81.454114,1.0
-132.115405,-144.577538,1.0
-31.693290,-45.953999,1.0
-28.725045,-37.398175,1.0
-17.665696,-27.305753,1.0
-20.447309,-29.387662,1.0
-68.766056,-75.730113,1.0
-74.451195,-94.134439,1.0
-30.554630,-39.597103,1.0
-26.253015,-35.952618,1.0
-49.622756,-70.909658,1.0
0.000000,0.000000,1.0
-15.385901,-23.447491,1.0
-83.237698,-92.504539,1.0
-10.459366,-17.741759,1.0
-63.834867,-76.444856,1.0
-56.466307,-64.640277,1.0
-6.603916,-15.133792,1.0
-60.786115,-70.646532,1.0
-11.729862,-17.385084,1.0
-16.350883,-24.220023,1.0
-50.518660,-59.078726,1.0
-110.281741,-128.625815,1.0
-44.194095,-46.184960,1.0
-73.434977,-99.884189,1.0
-9.884035,-18.994522,1.0
-15.385901,-25.526933,1.0
-55.815359,-63.968604,1.0
-103.988827,-124.599751,1.0
-16.302192,-25.526933,1.0
-53.921232,-60.765461,1.0
-14.561205,-22.391896,1.0
-9.698276,-10.393141,1.0
-34.511689,-41.314625,1.0
-60.818992,-69.569863,1.0
-13.790750,-20.786281,1.0
-16.288425,-23.278415,1.0
-28.149681,-35.396695,1.0
-47.628547,-59.348577,1.0
-22.281383,-27.778224,1.0
-9.114902,-16.743230,1.0
-33.146493,-43.300780,1.0
-14.863812,-21.642660,1.0
-54.171679,-62.219486,1.0
-43.666164,-56.789617,1.0
-51.962272,-63.127227,1.0
-77.535632,-88.882432,1.0
-99.147516,-116.184901,1.0
-18.889164,-29.387662,1.0
-69.367884,-83.203645,1.0
-51.056422,-60.051557,1.0
-30.226975,-42.857949,1.0
-43.940223,-55.393427,1.0
-61.468464,-72.618966,1.0
-17.808251,-24.523981,1.0
-17.420805,-27.595903,1.0
-53.591218,-61.965060,1.0
-9.884035,-18.589057,1.0
-40.032942,-48.788646,1.0
-89.777778,-93.638065,1.0
-71.341462,-84.109504,1.0
-20.432669,-26.037758,1.0
-9.114902,-16.743230,1.0
-35.254439,-45.086347,1.0
-17.507567,-27.370219,1.0
-60.235634,-70.164978,1.0
-23.435518,-34.128314,1.0
-24.231744,-29.974047,1.0
-27.868891,-34.982153,1.0
-47.264894,-59.873728,1.0
-76.273841,-88.088748,1.0
-59.051335,-67.259236,1.0
-85.369723,-96.454341,1.0
-21.140456,-28.289050,1.0
-16.651819,-23.248856,1.0
-18.863188,-26.343140,1.0
-73.434977,-99.884189,1.0
-21.705704,-36.197284,1.0
-32.023020,-46.030809,1.0
-53.540900,-60.411535,1.0
-86.901729,-102.241171,1.0
-12.309814,-17.741759,1.0
-46.405213,-56.200653,1.0
-38.247103,-48.891147,1.0
-68.734545,-78.911018,1.0
-49.995960,-70.379030,1.0
-19.458988,-28.408888,1.0
-115.082142,-120.927650,1.0
-16.928328,-25.030954,1.0
-22.166288,-31.452352,1.0
-32.468718,-41.871926,1.0
-30.464284,-38.646819,1.0
-117.181448,-129.455094,1.0
-103.943416,-112.243394,1.0
-78.898322,-91.637896,1.0
-102.035083,-108.715537,1.0
-22.063028,-30.713179,1.0
-66.945200,-86.061074,1.0
-70.889692,-77.901825,1.0
-27.879613,-37.973713,1.0
-56.072967,-68.320828,1.0
-30.556939,-42.047864,1.0
-26.877384,-35.504137,1.0
-41.246401,-48.660564,1.0
-43.453942,-51.550936,1.0
-67.647332,-80.219138,1.0
-24.019034,-28.184438,1.0
-33.880364,-42.014426,1.0
-81.725597,-91.582585,1.0
-16.898916,-25.056929,1.0
-28.004394,-37.344860,1.0
-12.135327,-19.687669,1.0
-36.402675,-44.351586,1.0
0.000000,0.000000,1.0
-77.774557,-89.946963,1.0
-50.642587,-71.072177,1.0
-64.069566,-74.835962,1.0
-49.381073,-61.781375,1.0
-30.633867,-43.252943,1.0
-74.234370,-84.110373,1.0
-68.788788,-76.661121,1.0
-49.622756,-70.909658,1.0
-77.083486,-91.421714,1.0
-70.940629,-79.314752,1.0
-22.720599,-32.958606,1.0
-38.485451,-47.121065,1.0
-8.821141,-17.895909,1.0
-34.706382,-47.259204,1.0
-15.445308,-20.786281,1.0
-73.434977,-99.884189,1.0
-34.888982,-41.748701,1.0
-39.599717,-48.258112,1.0
-16.121522,-23.396198,1.0
-44.328560,-53.261896,1.0
-15.383718,-23.570551,1.0
-96.916918,-113.236238,1.0
-50.141231,-60.800546,1.0
-12.135327,-19.687669,1.0
-90.161202,-95.888783,1.0
-15.477495,-25.475639,1.0
-9.884035,-18.994522,1.0
-26.870801,-34.886701,1.0
-42.245896,-49.327248,1.0
-20.461854,-27.960546,1.0
-31.141974,-42.316850,1.0
-26.699092,-33.649576,1.0
-29.450453,-36.785071,1.0
-43.547273,-57.619574,1.0
-127.170627,-137.908038,1.0
-84.115718,-90.450752,1.0
-41.764445,-53.651361,1.0
-40.082218,-49.886262,1.0
-44.439036,-57.389030,1.0
-76.035168,-85.787959,1.0
-30.348300,-36.948821,1.0
-120.398818,-131.940746,1.0
-70.225176,-82.119622,1.0
-28.583926,-37.688990,1.0
-40.774697,-49.663118,1.0
-8.821141,-17.895909,1.0
-15.896727,-23.917495,1.0
-35.226686,-46.742631,1.0
-44.256286,-53.836949,1.0
-16.124162,-25.143940,1.0
-31.327735,-38.682191,1.0
-34.874047,-40.011173,1.0
-101.438184,-110.842377,1.0
-23.575369,-31.179422,1.0
-51.779131,-62.285686,1.0
-86.459672,-100.627754,1.0
-31.164867,-38.680614,1.0
-31.054962,-41.831342,1.0
-127.139034,-141.069329,1.0
-35.624353,-44.744598,1.0
-43.803304,-52.271044,1.0
-8.821141,-17.895909,1.0
-15.135643,-21.449038,1.0
-106.830164,-120.126713,1.0
-17.739258,-23.789240,1.0
-10.832571,-19.687669,1.0
-93.203055,-99.314084,1.0
-12.135327,-19.687669,1.0
-88.882804,-108.364420,1.0
-23.169904,-31.179422,1.0
-18.889164,-27.190438,1.0
-50.568739,-71.783389,1.0
-73.434977,-99.884189,1.0
-11.036715,-18.078231,1.0
-89.287662,-103.751693,1.0
-13.937050,-22.123632,1.0
-44.750555,-51.771270,1.0
-26.583119,-34.571317,1.0
-31.109944,-39.129934,1.0
-66.520511,-72.215705,1.0
-66.112855,-75.872726,1.0
-33.285098,-39.838674,1.0
-85.323938,-94.655103,1.0
-57.770254,-70.070344,1.0
-90.597059,-104.112986,1.0
-71.621805,-79.142160,1.0
-26.278644,-43.990826,1.0
-33.899551,-47.411826,1.0
-98.507343,-107.362666,1.0
-39.196699,-47.060428,1.0
-11.625801,-20.093134,1.0
-108.254537,-120.610026,1.0
0.000000,0.000000,1.0
-34.941086,-43.637252,1.0
-8.768031,-17.608227,1.0
-12.135327,-17.048612,1.0
-26.828893,-36.301618,1.0
-26.472453,-34.810990,1.0
-55.906141,-70.379203,1.0
-47.149814,-58.041294,1.0
-38.339783,-44.405623,1.0
-37.385438,-46.944049,1.0
-26.710142,-35.370027,1.0
-94.247607,-102.686137,1.0
-19.741364,-30.727116,1.0
-19.908592,-32.008050,1.0
-39.840039,-45.626037,1.0
-13.628043,-22.308057,1.0
-62.637461,-70.018132,1.0
-54.641819,-64.935164,1.0
-19.636378,-28.134899,1.0
-113.621780,-128.568576,1.0
-37.311219,-48.490483,1.0
-28.425128,-34.369157,1.0
-14.161427,-22.480908,1.0
-34.585389,-45.568773,1.0
-17.021419,-24.161916,1.0
-36.578425,-40.492350,1.0
-22.425650,-32.373485,1.0
-39.400966,-50.127103,1.0
-123.063931,-145.856102,1.0
-134.688742,-147.019758,1.0
-55.650820,-62.388543,1.0
-79.406756,-91.889822,1.0
-29.755246,-37.515217,1.0
-67.448752,-78.006409,1.0
-74.881001,-78.545303,1.0
-48.065386,-57.833417,1.0
-26.921051,-36.143217,1.0
-31.206221,-39.666140,1.0
-69.766089,-80.279101,1.0
-72.410466,-77.654837,1.0
-16.340541,-22.185746,1.0
-21.788340,-32.701197,1.0
-52.720160,-62.074912,1.0
-123.170004,-134.177621,1.0
-13.790750,-20.786281,1.0
-6.603916,-15.133792,1.0
-44.353878,-51.077901,1.0
-7.008391,-14.827857,1.0
-20.087829,-28.183690,1.0
-80.635587,-88.485010,1.0
-89.240914,-108.968979,1.0
-37.811890,-43.858819,1.0
-17.654461,-25.455837,1.0
-41.180162,-50.173944,1.0
-62.556572,-66.041459,1.0
-5.285478,-5.189134,1.0
-43.258192,-48.962682,1.0
-9.427277,-18.078231,1.0
-48.863836,-63.401095,1.0
-35.397540,-46.096406,1.0
-14.192545,-18.388386,1.0
-8.821141,-17.895909,1.0
-25.204175,-33.315398,1.0
-92.141866,-112.563014,1.0
-82.896516,-91.873216,1.0
-75.000651,-90.222691,1.0
-36.896138,-45.791917,1.0
-73.434977,-96.300671,1.0
-81.553105,-84.519956,1.0
-77.384202,-87.785693,1.0
-34.012975,-33.179228,1.0
-44.387999,-53.520539,1.0
-36.508884,-46.176661,1.0
-48.613049,-56.983399,1.0
-17.179643,-27.036287,1.0
-74.961766,-92.860202,1.0
-69.656990,-77.910046,1.0
-62.580757,-65.240978,1.0
-15.203579,-24.140638,1.0
-11.036715,-18.994522,1.0
-33.981848,-42.716623,1.0
-6.603916,-15.133792,1.0
-9.190888,-16.391832,1.0
-13.790750,-20.786281,1.0
-29.562471,-36.225455,1.0
-117.055945,-143.354793,1.0
-28.353104,-39.263959,1.0
-26.991757,-39.820974,1.0
-99.222494,-102.569387,1.0
-40.285593,-49.566226,1.0
-57.438150,-67.273695,1.0
-28.737922,-38.218835,1.0
-64.372997,-69.975328,1.0
-16.909979,-23.951759,1.0
-106.394927,-120.692091,1.0
-41.230155,-49.480796,1.0
-12.624330,-18.994522,1.0
-89.224775,-106.052415,1.0
-17.611108,-28.622982,1.0
-28.952919,-42.270163,1.0
-83.432092,-89.103502,1.0
-17.086164,-23.572040,1.0
-93.725502,-105.694591,1.0
-52.613860,-62.252742,1.0
-22.426899,-29.274886,1.0
-60.766296,-70.512776,1.0
-53.171987,-59.411160,1.0
-21.833603,-30.080810,1.0
-47.379100,-53.746696,1.0
-115.700058,-126.074357,1.0
-29.543998,-37.507791,1.0
-27.214391,-37.583578,1.0
-73.434977,-99.884189,1.0
-58.256880,-72.887466,1.0
-36.851574,-47.194984,1.0
-19.061014,-27.595903,1.0
-123.668228,-143.786959,1.0
-39.841269,-47.856845,1.0
-83.227384,-92.112947,1.0
-48.709557,-61.608385,1.0
-8.594368,-16.509615,1.0
-43.235063,-50.770709,1.0
-88.195628,-100.390066,1.0
-75.554919,-89.577838,1.0
-57.871416,-73.955804,1.0
-50.940909,-60.547513,1.0
-86.434770,-94.575057,1.0
-11.227018,-20.021601,1.0
-77.026491,-87.231105,1.0
-34.822656,-44.042717,1.0
-48.141474,-56.258762,1.0
-30.100157,-40.276877,1.0
-39.832499,-50.471944,1.0
-18.537766,-25.175535,1.0
-18.413020,-21.655732,1.0
-63.782927,-74.433361,1.0
-39.843861,-50.173944,1.0
-11.227018,-20.021601,1.0
-10.846311,-17.072709,1.0
-53.615268,-63.121684,1.0
-36.214657,-44.788364,1.0
-36.230220,-43.022066,1.0
-42.056645,-48.548016,1.0
-12.135327,-19.687669,1.0
-81.432294,-95.333924,1.0
-63.535374,-72.826146,1.0
-51.465824,-60.567084,1.0
-59.574474,-71.398235,1.0
-75.065653,-90.236473,1.0
-39.031494,-44.465089,1.0
-16.723122,-25.398678,1.0
-55.609030,-67.214034,1.0
-25.691166,-36.553135,1.0
-102.778948,-113.888004,1.0
-29.311604,-36.257204,1.0
-16.346733,-24.203074,1.0
-82.970821,-94.068257,1.0
-9.362738,-16.286472,1.0
-12.135327,-19.687669,1.0
-14.298840,-20.958645,1.0
-54.127731,-67.791864,1.0
-11.227018,-20.021601,1.0
-53.559876,-63.028940,1.0
-9.247455,-15.576795,1.0
-70.237558,-81.810608,1.0
-2.437051,-9.294528,1.0
-84.230864,-96.319205,1.0
-117.356666,-130.203495,1.0
-53.379048,-58.150662,1.0
-4.178817,-10.393141,1.0
-26.009484,-29.793127,1.0
-77.355271,-88.214603,1.0
-22.426899,-29.274886,1.0
-69.013191,-78.848287,1.0
-87.248330,-97.867526,1.0
-91.222554,-100.243859,1.0
-99.825227,-104.294547,1.0
-14.913092,-24.428320,1.0
-42.713019,-49.870016,1.0
-90.662559,-100.548919,1.0
-21.223994,-28.289050,1.0
-34.991540,-42.459712,1.0
-40.293706,-49.865279,1.0
-76.747322,-81.833473,1.0
-80.697027,-90.029262,1.0
-39.432156,-52.173755,1.0
-21.230203,-30.353740,1.0
-22.476757,-30.080810,1.0
-14.392283,-22.842313,1.0
0.000000,0.000000,1.0
-11.227018,-20.021601,1.0
-73.434977,-99.884189,1.0
-40.845531,-55.856437,1.0
-36.352863,-45.053725,1.0
-28.906209,-36.007319,1.0
-20.734991,-30.080810,1.0
-73.741546,-84.697650,1.0
-17.722729,-24.446020,1.0
-13.999607,-24.140638,1.0
-32.859578,-36.625848,1.0
-47.404821,-58.899532,1.0
-28.313902,-33.624530,1.0
-32.401496,-40.044118,1.0
-18.742560,-23.307729,1.0
-9.884035,-18.994522,1.0
-19.582311,-29.387662,1.0
-81.213877,-96.568038,1.0
-32.865391,-41.549152,1.0
-65.025612,-76.713943,1.0
-43.993039,-51.104430,1.0
-80.576404,-92.933508,1.0
-25.180121,-33.225446,1.0
-36.109686,-43.376003,1.0
-8.669591,-15.397209,1.0
-25.790642,-32.883294,1.0
-111.261679,-124.102722,1.0
-27.240573,-34.913269,1.0
-57.974992,-66.365620,1.0
-50.568739,-71.783389,1.0
-84.109684,-92.744903,1.0
-30.843825,-40.800125,1.0
-50.133224,-63.184265,1.0
-49.643693,-56.541733,1.0
-21.783610,-31.179422,1.0
-10.307560,-17.895909,1.0
-21.870621,-28.234983,1.0
-19.961801,-27.595903,1.0
-19.032074,-25.969936,1.0
-28.199674,-36.466617,1.0
-21.833603,-28.982197,1.0
-91.725884,-99.896461,1.0
-28.523724,-35.195835,1.0
-30.770500,-41.037465,1.0
-50.803556,-58.570120,1.0
-18.222685,-25.776744,1.0
-94.362236,-99.734362,1.0
-58.457653,-69.168465,1.0
-65.781688,-76.608433,1.0
-9.884035,-18.994522,1.0
-61.907843,-77.368185,1.0
-15.728810,-21.465945,1.0
-7.060153,-14.182337,1.0
-21.788340,-32.701197,1.0
-18.640910,-26.497291,1.0
-51.900051,-62.875128,1.0
-38.462497,-45.832830,1.0
-21.140456,-30.080810,1.0
-20.041843,-28.982197,1.0
-12.135327,-19.687669,1.0
-19.030243,-26.615074,1.0
-27.737897,-38.125358,1.0
-45.743487,-56.653732,1.0
-36.449053,-49.065348,1.0
-77.229639,-85.343816,1.0
-46.521729,-54.180205,1.0
-105.843915,-123.235021,1.0
-41.857278,-51.981850,1.0
-13.095749,-20.458823,1.0
-29.230959,-37.073384,1.0
-30.612783,-39.780803,1.0
-85.896330,-96.252167,1.0
-16.316282,-36.667288,1.0
-63.294014,-69.153274,1.0
-24.795505,-33.311553,1.0
-13.877093,-20.786281,1.0
-82.594500,-90.635324,1.0
-21.428138,-27.883585,1.0
-27.412842,-38.864512,1.0
-35.934763,-44.386024,1.0
-33.705508,-36.785071,1.0
-16.302192,-25.526933,1.0
-11.729862,-19.687669,1.0
-78.409380,-92.328274,1.0
-24.956106,-33.638766,1.0
-13.095749,-20.458823,1.0
-101.431813,-110.125436,1.0
-33.645001,-42.492614,1.0
-23.169904,-30.486275,1.0
-38.115881,-53.463762,1.0
-9.244955,-17.895909,1.0
-19.288072,-27.595903,1.0
-39.242642,-48.930173,1.0
-48.950546,-58.298401,1.0
-27.756915,-37.529358,1.0
-62.045492,-75.284940,1.0
-57.200817,-67.964493,1.0
-75.107645,-85.549070,1.0
-73.265187,-80.603704,1.0
